clip	duration[ms]
common_voice_en_39139155.mp3	5472
common_voice_en_38734510.mp3	7848
common_voice_en_39448108.mp3	7164
common_voice_en_39017151.mp3	2088
common_voice_en_39569674.mp3	5292
common_voice_en_38582613.mp3	7380
common_voice_en_38849407.mp3	9936
common_voice_en_38856130.mp3	4248
common_voice_en_39331294.mp3	4860
common_voice_en_38550384.mp3	7956
common_voice_en_38834982.mp3	4140
common_voice_en_39494026.mp3	4608
common_voice_en_38582635.mp3	5652
common_voice_en_38607260.mp3	4536
common_voice_en_39279660.mp3	3852
common_voice_en_38559360.mp3	5688
common_voice_en_38623693.mp3	4968
common_voice_en_39013410.mp3	3168
common_voice_en_38902417.mp3	5148
common_voice_en_38902437.mp3	5940
common_voice_en_38648442.mp3	4680
common_voice_en_38602232.mp3	7236
common_voice_en_38835368.mp3	4176
common_voice_en_38547113.mp3	4500
common_voice_en_38634330.mp3	5400
common_voice_en_38508006.mp3	5436
common_voice_en_38847863.mp3	3456
common_voice_en_38690563.mp3	4968
common_voice_en_39175755.mp3	3960
common_voice_en_38851253.mp3	4608
common_voice_en_38776185.mp3	6480
common_voice_en_38552592.mp3	6876
common_voice_en_38785372.mp3	9792
common_voice_en_39552806.mp3	6552
common_voice_en_39572006.mp3	3492
common_voice_en_38502835.mp3	8028
common_voice_en_38712339.mp3	5616
common_voice_en_38832531.mp3	4680
common_voice_en_39413279.mp3	7452
common_voice_en_38694666.mp3	7200
common_voice_en_38727497.mp3	4716
common_voice_en_39234332.mp3	5220
common_voice_en_38744354.mp3	4788
common_voice_en_39581820.mp3	5184
common_voice_en_38681987.mp3	6336
common_voice_en_39579667.mp3	7164
common_voice_en_38711754.mp3	8496
common_voice_en_39578373.mp3	7776
common_voice_en_39547042.mp3	7020
common_voice_en_38797128.mp3	5184
common_voice_en_39062622.mp3	4500
common_voice_en_38510794.mp3	3420
common_voice_en_38774155.mp3	6696
common_voice_en_38492520.mp3	3780
common_voice_en_38686746.mp3	7488
common_voice_en_38516311.mp3	3852
common_voice_en_38575845.mp3	4428
common_voice_en_39062864.mp3	6048
common_voice_en_39577321.mp3	4824
common_voice_en_38543273.mp3	5508
common_voice_en_38536136.mp3	4428
common_voice_en_39331762.mp3	5220
common_voice_en_38693732.mp3	5688
common_voice_en_38565412.mp3	5436
common_voice_en_38721971.mp3	7272
common_voice_en_38626152.mp3	4068
common_voice_en_38530368.mp3	7236
common_voice_en_38510864.mp3	4068
common_voice_en_39004491.mp3	5004
common_voice_en_38546402.mp3	10296
common_voice_en_38743971.mp3	6120
common_voice_en_38503354.mp3	7020
common_voice_en_38842367.mp3	5328
common_voice_en_38792292.mp3	3456
common_voice_en_38729303.mp3	3600
common_voice_en_38740639.mp3	4968
common_voice_en_38784561.mp3	3960
common_voice_en_39243729.mp3	5076
common_voice_en_39122512.mp3	4716
common_voice_en_38732533.mp3	9000
common_voice_en_38503864.mp3	3780
common_voice_en_39082373.mp3	4860
common_voice_en_38502884.mp3	6948
common_voice_en_38726747.mp3	8280
common_voice_en_38579864.mp3	3960
common_voice_en_39573828.mp3	5040
common_voice_en_39094303.mp3	4860
common_voice_en_38682911.mp3	4860
common_voice_en_39574916.mp3	7740
common_voice_en_38599820.mp3	5940
common_voice_en_39022922.mp3	6156
common_voice_en_39017190.mp3	6336
common_voice_en_38742836.mp3	5184
common_voice_en_38674247.mp3	7128
common_voice_en_38875876.mp3	2952
common_voice_en_38734980.mp3	5580
common_voice_en_39580049.mp3	5148
common_voice_en_38570278.mp3	9108
common_voice_en_39521635.mp3	4500
common_voice_en_38731720.mp3	7056
common_voice_en_39032315.mp3	9972
common_voice_en_39057381.mp3	6876
common_voice_en_39016572.mp3	2988
common_voice_en_38706155.mp3	7596
common_voice_en_38521956.mp3	5040
common_voice_en_39047058.mp3	3528
common_voice_en_39438122.mp3	5076
common_voice_en_39062263.mp3	2736
common_voice_en_38717337.mp3	4896
common_voice_en_39583034.mp3	4068
common_voice_en_38865327.mp3	4140
common_voice_en_38851731.mp3	4968
common_voice_en_39016817.mp3	1980
common_voice_en_38521923.mp3	5868
common_voice_en_38535940.mp3	5184
common_voice_en_38847861.mp3	5688
common_voice_en_39520448.mp3	8568
common_voice_en_39413483.mp3	8964
common_voice_en_39413403.mp3	3960
common_voice_en_38563480.mp3	3240
common_voice_en_38970095.mp3	4788
common_voice_en_39211485.mp3	2196
common_voice_en_38729975.mp3	7128
common_voice_en_38770869.mp3	3708
common_voice_en_38681845.mp3	4428
common_voice_en_39429577.mp3	4716
common_voice_en_38808027.mp3	5148
common_voice_en_39578305.mp3	5868
common_voice_en_39211367.mp3	2700
common_voice_en_38729222.mp3	5400
common_voice_en_39351886.mp3	5868
common_voice_en_39585459.mp3	4788
common_voice_en_38712334.mp3	6120
common_voice_en_39005604.mp3	6048
common_voice_en_38825028.mp3	7416
common_voice_en_39476773.mp3	6480
common_voice_en_39233321.mp3	2016
common_voice_en_39017020.mp3	1656
common_voice_en_39202444.mp3	3456
common_voice_en_39022435.mp3	3636
common_voice_en_38842912.mp3	4644
common_voice_en_38712122.mp3	4428
common_voice_en_39202430.mp3	6300
common_voice_en_39057396.mp3	4680
common_voice_en_39234603.mp3	3240
common_voice_en_39350221.mp3	7488
common_voice_en_38502863.mp3	4068
common_voice_en_39311006.mp3	8928
common_voice_en_39081573.mp3	3636
common_voice_en_38935690.mp3	9396
common_voice_en_39093035.mp3	3672
common_voice_en_38674536.mp3	8208
common_voice_en_38673898.mp3	6048
common_voice_en_38994453.mp3	7776
common_voice_en_39296525.mp3	7560
common_voice_en_38782986.mp3	8316
common_voice_en_38607153.mp3	5436
common_voice_en_38749679.mp3	9576
common_voice_en_38796368.mp3	8784
common_voice_en_38502628.mp3	4428
common_voice_en_38493381.mp3	2772
common_voice_en_38935675.mp3	8676
common_voice_en_39015404.mp3	3096
common_voice_en_38563335.mp3	5616
common_voice_en_38502655.mp3	6840
common_voice_en_38678374.mp3	7920
common_voice_en_38547193.mp3	3348
common_voice_en_39016063.mp3	10476
common_voice_en_38784370.mp3	5220
common_voice_en_38851574.mp3	7488
common_voice_en_38582335.mp3	6048
common_voice_en_38614364.mp3	7956
common_voice_en_38626096.mp3	4320
common_voice_en_38773192.mp3	6300
common_voice_en_39093036.mp3	6696
common_voice_en_38693890.mp3	7920
common_voice_en_39412469.mp3	3276
common_voice_en_38707592.mp3	4500
common_voice_en_39015472.mp3	2880
common_voice_en_38775351.mp3	7308
common_voice_en_39585622.mp3	4176
common_voice_en_38492449.mp3	8856
common_voice_en_38519164.mp3	5400
common_voice_en_38536378.mp3	5796
common_voice_en_38842659.mp3	4032
common_voice_en_38679830.mp3	4968
common_voice_en_38510911.mp3	6264
common_voice_en_38739830.mp3	7668
common_voice_en_39573884.mp3	8100
common_voice_en_38772236.mp3	6300
common_voice_en_38692526.mp3	4896
common_voice_en_38703851.mp3	6300
common_voice_en_38876281.mp3	4968
common_voice_en_38790819.mp3	6336
common_voice_en_38570260.mp3	6876
common_voice_en_38547374.mp3	5436
common_voice_en_38503955.mp3	6768
common_voice_en_39299802.mp3	8568
common_voice_en_38627519.mp3	4968
common_voice_en_39034450.mp3	6768
common_voice_en_39312426.mp3	3816
common_voice_en_39582611.mp3	3816
common_voice_en_38551518.mp3	4428
common_voice_en_39575566.mp3	6372
common_voice_en_38563574.mp3	4068
common_voice_en_39197503.mp3	4176
common_voice_en_38994296.mp3	8208
common_voice_en_38776582.mp3	2700
common_voice_en_39038457.mp3	3888
common_voice_en_38743431.mp3	4284
common_voice_en_38851540.mp3	5220
common_voice_en_38582311.mp3	7164
common_voice_en_38692676.mp3	9360
common_voice_en_38563526.mp3	5364
common_voice_en_38613653.mp3	6516
common_voice_en_39093613.mp3	4572
common_voice_en_39211576.mp3	2448
common_voice_en_39476663.mp3	7236
common_voice_en_38969567.mp3	7236
common_voice_en_38528416.mp3	8316
common_voice_en_39418803.mp3	3996
common_voice_en_38570888.mp3	5436
common_voice_en_39412238.mp3	3636
common_voice_en_38729760.mp3	7740
common_voice_en_39584436.mp3	8280
common_voice_en_39576362.mp3	8748
common_voice_en_39574980.mp3	5040
common_voice_en_38506200.mp3	5580
common_voice_en_38694987.mp3	6696
common_voice_en_39574933.mp3	8136
common_voice_en_38692608.mp3	8496
common_voice_en_38674535.mp3	5868
common_voice_en_38492638.mp3	8568
common_voice_en_39211357.mp3	2376
common_voice_en_38563080.mp3	8100
common_voice_en_38717391.mp3	5076
common_voice_en_38732762.mp3	5688
common_voice_en_38534423.mp3	6480
common_voice_en_39254040.mp3	7380
common_voice_en_39062279.mp3	4428
common_voice_en_39175844.mp3	4500
common_voice_en_38570232.mp3	9900
common_voice_en_39583249.mp3	7560
common_voice_en_39565732.mp3	6480
common_voice_en_39476352.mp3	5832
common_voice_en_39154741.mp3	9900
common_voice_en_38557380.mp3	8820
common_voice_en_39571452.mp3	7632
common_voice_en_39262736.mp3	7344
common_voice_en_38811101.mp3	5400
common_voice_en_38853304.mp3	5940
common_voice_en_38936176.mp3	4716
common_voice_en_38784495.mp3	2916
common_voice_en_39465279.mp3	3816
common_voice_en_39197661.mp3	4968
common_voice_en_38506077.mp3	6984
common_voice_en_39344540.mp3	3636
common_voice_en_38525923.mp3	7128
common_voice_en_39336657.mp3	7200
common_voice_en_38512604.mp3	5040
common_voice_en_38623703.mp3	5076
common_voice_en_38598469.mp3	4032
common_voice_en_39259016.mp3	2988
common_voice_en_38531016.mp3	7200
common_voice_en_38607194.mp3	6480
common_voice_en_38703623.mp3	9900
common_voice_en_38851229.mp3	5328
common_voice_en_39013339.mp3	5940
common_voice_en_39576859.mp3	8280
common_voice_en_39448378.mp3	4572
common_voice_en_39030985.mp3	3816
common_voice_en_38502800.mp3	5220
common_voice_en_39037948.mp3	5868
common_voice_en_38856442.mp3	4140
common_voice_en_38627491.mp3	5256
common_voice_en_38681929.mp3	7560
common_voice_en_38993094.mp3	7776
common_voice_en_38539961.mp3	7452
common_voice_en_38754619.mp3	5868
common_voice_en_38503696.mp3	6120
common_voice_en_38627593.mp3	3456
common_voice_en_39302022.mp3	7596
common_voice_en_38804506.mp3	5436
common_voice_en_38770879.mp3	6768
common_voice_en_38690216.mp3	5688
common_voice_en_38582538.mp3	6660
common_voice_en_38746036.mp3	6408
common_voice_en_38512624.mp3	4860
common_voice_en_38710392.mp3	4248
common_voice_en_39552231.mp3	5904
common_voice_en_39015594.mp3	1620
common_voice_en_39476817.mp3	4464
common_voice_en_38835302.mp3	7560
common_voice_en_38754917.mp3	5508
common_voice_en_39094365.mp3	3348
common_voice_en_38835138.mp3	7200
common_voice_en_38673891.mp3	6588
common_voice_en_38950546.mp3	7416
common_voice_en_38582578.mp3	5328
common_voice_en_38503897.mp3	6588
common_voice_en_38590604.mp3	6912
common_voice_en_38611985.mp3	4320
common_voice_en_38541482.mp3	4248
common_voice_en_39262760.mp3	4680
common_voice_en_38516539.mp3	4896
common_voice_en_39093239.mp3	9828
common_voice_en_39446782.mp3	5832
common_voice_en_39571225.mp3	6084
common_voice_en_38790770.mp3	6588
common_voice_en_38791123.mp3	7560
common_voice_en_38539934.mp3	5148
common_voice_en_38551926.mp3	7524
common_voice_en_38824895.mp3	6228
common_voice_en_39211165.mp3	3708
common_voice_en_38729796.mp3	7740
common_voice_en_39062907.mp3	5688
common_voice_en_39568418.mp3	7200
common_voice_en_39013200.mp3	7488
common_voice_en_38786882.mp3	6876
common_voice_en_39334089.mp3	5580
common_voice_en_38740576.mp3	6948
common_voice_en_38856404.mp3	7236
common_voice_en_39563968.mp3	5436
common_voice_en_38786152.mp3	4788
common_voice_en_38496127.mp3	7056
common_voice_en_38552200.mp3	5328
common_voice_en_39577615.mp3	4860
common_voice_en_39232147.mp3	4356
common_voice_en_38621144.mp3	8856
common_voice_en_38803144.mp3	4356
common_voice_en_38750658.mp3	5580
common_voice_en_38744221.mp3	3636
common_voice_en_39546792.mp3	5040
common_voice_en_39012390.mp3	6048
common_voice_en_38723252.mp3	7848
common_voice_en_39563369.mp3	4464
common_voice_en_38824701.mp3	6408
common_voice_en_39580261.mp3	6912
common_voice_en_38705097.mp3	6876
common_voice_en_38539809.mp3	5400
common_voice_en_38718951.mp3	4320
common_voice_en_38747426.mp3	3780
common_voice_en_38730183.mp3	7380
common_voice_en_39014658.mp3	1764
common_voice_en_38703606.mp3	7200
common_voice_en_38847676.mp3	5580
common_voice_en_38825333.mp3	7236
common_voice_en_38729300.mp3	5220
common_voice_en_38613516.mp3	5760
common_voice_en_38563107.mp3	7560
common_voice_en_39017108.mp3	4356
common_voice_en_38517661.mp3	4428
common_voice_en_38852839.mp3	4536
common_voice_en_39575709.mp3	6012
common_voice_en_38747318.mp3	9000
common_voice_en_39016655.mp3	5184
common_voice_en_39057357.mp3	1980
common_voice_en_38617413.mp3	7848
common_voice_en_39580217.mp3	2988
common_voice_en_38495645.mp3	5940
common_voice_en_38534447.mp3	6516
common_voice_en_39458612.mp3	7380
common_voice_en_38582862.mp3	5688
common_voice_en_38677964.mp3	5328
common_voice_en_38687038.mp3	7128
common_voice_en_39335366.mp3	7056
common_voice_en_38869368.mp3	7488
common_voice_en_39132584.mp3	6300
common_voice_en_39113083.mp3	5148
common_voice_en_38686676.mp3	7596
common_voice_en_39210827.mp3	2628
common_voice_en_39209478.mp3	6588
common_voice_en_38729963.mp3	6156
common_voice_en_38839658.mp3	3996
common_voice_en_39576625.mp3	5220
common_voice_en_38553349.mp3	10404
common_voice_en_39234391.mp3	4428
common_voice_en_38699594.mp3	7560
common_voice_en_38743545.mp3	4500
common_voice_en_38692454.mp3	6660
common_voice_en_39331366.mp3	3384
common_voice_en_38579243.mp3	6768
common_voice_en_39572272.mp3	6480
common_voice_en_39211034.mp3	4500
common_voice_en_38519191.mp3	6840
common_voice_en_38750632.mp3	4860
common_voice_en_39579235.mp3	5040
common_voice_en_38796461.mp3	6300
common_voice_en_38694963.mp3	7560
common_voice_en_38563572.mp3	4680
common_voice_en_39062687.mp3	4860
common_voice_en_38699845.mp3	7848
common_voice_en_39202376.mp3	3600
common_voice_en_39377038.mp3	4824
common_voice_en_39561653.mp3	6660
common_voice_en_39565390.mp3	6516
common_voice_en_38739452.mp3	7812
common_voice_en_38674622.mp3	8100
common_voice_en_38735166.mp3	5400
common_voice_en_38732282.mp3	8028
common_voice_en_38584032.mp3	5976
common_voice_en_38769217.mp3	5580
common_voice_en_38796490.mp3	7128
common_voice_en_38563540.mp3	5832
common_voice_en_38759258.mp3	7668
common_voice_en_39447662.mp3	5544
common_voice_en_38779234.mp3	7632
common_voice_en_39573480.mp3	4788
common_voice_en_39447748.mp3	3492
common_voice_en_39412250.mp3	3276
common_voice_en_39210792.mp3	3816
common_voice_en_39377175.mp3	5724
common_voice_en_39476020.mp3	6228
common_voice_en_39336653.mp3	6012
common_voice_en_38625985.mp3	7920
common_voice_en_39465850.mp3	2628
common_voice_en_39585268.mp3	6300
common_voice_en_38517680.mp3	3456
common_voice_en_38527890.mp3	6264
common_voice_en_38559185.mp3	3888
common_voice_en_39580310.mp3	5724
common_voice_en_39585087.mp3	6264
common_voice_en_38681882.mp3	4428
common_voice_en_38542729.mp3	7488
common_voice_en_38810251.mp3	6228
common_voice_en_39129215.mp3	8496
common_voice_en_38832583.mp3	5868
common_voice_en_39233658.mp3	5508
common_voice_en_38692656.mp3	7236
common_voice_en_39360031.mp3	6156
common_voice_en_39248136.mp3	10080
common_voice_en_38568191.mp3	4320
common_voice_en_38498331.mp3	4320
common_voice_en_38609535.mp3	6264
common_voice_en_39583801.mp3	7812
common_voice_en_38733185.mp3	4356
common_voice_en_38825306.mp3	9720
common_voice_en_38851475.mp3	8208
common_voice_en_38600308.mp3	5148
common_voice_en_39332036.mp3	4176
common_voice_en_38681901.mp3	7056
common_voice_en_38763669.mp3	6300
common_voice_en_39547460.mp3	3672
common_voice_en_38718833.mp3	5616
common_voice_en_39015439.mp3	6660
common_voice_en_38812985.mp3	6948
common_voice_en_38699640.mp3	5688
common_voice_en_39014170.mp3	2988
common_voice_en_39565742.mp3	6516
common_voice_en_39570892.mp3	5328
common_voice_en_38794235.mp3	3636
common_voice_en_38699704.mp3	6228
common_voice_en_39520213.mp3	6732
common_voice_en_38946069.mp3	4284
common_voice_en_39016545.mp3	1800
common_voice_en_39082173.mp3	5508
common_voice_en_38690562.mp3	7380
common_voice_en_39261576.mp3	6696
common_voice_en_38743916.mp3	9360
common_voice_en_39547473.mp3	3924
common_voice_en_38682430.mp3	6588
common_voice_en_38924485.mp3	5868
common_voice_en_38582575.mp3	7704
common_voice_en_38852536.mp3	6120
common_voice_en_39333228.mp3	7272
common_voice_en_38852036.mp3	4248
common_voice_en_38570939.mp3	6624
common_voice_en_38905363.mp3	10080
common_voice_en_38741323.mp3	4860
common_voice_en_39579811.mp3	6012
common_voice_en_38593479.mp3	5688
common_voice_en_39477310.mp3	8280
common_voice_en_38648134.mp3	7740
common_voice_en_39577903.mp3	8316
common_voice_en_38793276.mp3	7596
common_voice_en_39577532.mp3	4248
common_voice_en_38927299.mp3	10368
common_voice_en_39548777.mp3	5940
common_voice_en_39057552.mp3	4140
common_voice_en_38754795.mp3	4104
common_voice_en_39034569.mp3	3636
common_voice_en_38773269.mp3	7920
common_voice_en_38579680.mp3	5328
common_voice_en_39017157.mp3	6768
common_voice_en_38553027.mp3	3708
common_voice_en_39580196.mp3	6804
common_voice_en_38835311.mp3	5076
common_voice_en_38916646.mp3	8748
common_voice_en_39202368.mp3	2448
common_voice_en_39573565.mp3	6300
common_voice_en_39017264.mp3	8172
common_voice_en_38790580.mp3	6948
common_voice_en_38729922.mp3	5940
common_voice_en_39542085.mp3	4608
common_voice_en_39494864.mp3	3276
common_voice_en_38809174.mp3	4248
common_voice_en_38504180.mp3	3816
common_voice_en_39062611.mp3	4356
common_voice_en_39034425.mp3	3816
common_voice_en_38774000.mp3	6120
common_voice_en_38617314.mp3	4320
common_voice_en_38533994.mp3	5940
common_voice_en_38796502.mp3	6768
common_voice_en_38667479.mp3	7308
common_voice_en_38565416.mp3	5472
common_voice_en_38730735.mp3	4428
common_voice_en_38824705.mp3	8388
common_voice_en_39278679.mp3	7128
common_voice_en_39576938.mp3	5940
common_voice_en_39569832.mp3	6048
common_voice_en_38834840.mp3	6588
common_voice_en_39586039.mp3	8136
common_voice_en_38792186.mp3	6948
common_voice_en_39154559.mp3	9468
common_voice_en_38590597.mp3	5832
common_voice_en_39495048.mp3	2880
common_voice_en_38769589.mp3	3420
common_voice_en_39039203.mp3	2016
common_voice_en_38692404.mp3	2880
common_voice_en_39260143.mp3	1800
common_voice_en_38555808.mp3	7560
common_voice_en_38726870.mp3	4356
common_voice_en_38716863.mp3	7056
common_voice_en_39580860.mp3	5580
common_voice_en_38792501.mp3	7956
common_voice_en_38898052.mp3	3240
common_voice_en_39573325.mp3	6408
common_voice_en_38710149.mp3	5796
common_voice_en_38851296.mp3	8100
common_voice_en_39197658.mp3	4068
common_voice_en_39571152.mp3	4608
common_voice_en_38648214.mp3	5292
common_voice_en_38540801.mp3	9900
common_voice_en_38534818.mp3	7344
common_voice_en_38711686.mp3	6696
common_voice_en_39571211.mp3	6948
common_voice_en_38969029.mp3	3600
common_voice_en_39148913.mp3	4716
common_voice_en_38523735.mp3	8856
common_voice_en_39198191.mp3	4500
common_voice_en_38535941.mp3	6876
common_voice_en_38849422.mp3	8136
common_voice_en_38673962.mp3	7056
common_voice_en_38792210.mp3	5220
common_voice_en_39581232.mp3	3528
common_voice_en_39476736.mp3	3456
common_voice_en_38852544.mp3	6336
common_voice_en_38679882.mp3	5076
common_voice_en_39514848.mp3	8748
common_voice_en_39038456.mp3	7128
common_voice_en_39132614.mp3	6120
common_voice_en_38744685.mp3	5328
common_voice_en_38502864.mp3	4788
common_voice_en_38902528.mp3	2736
common_voice_en_39015908.mp3	3096
common_voice_en_39442441.mp3	9432
common_voice_en_39580262.mp3	5364
common_voice_en_39038292.mp3	8208
common_voice_en_38683114.mp3	7200
common_voice_en_38625055.mp3	8208
common_voice_en_39290755.mp3	6408
common_voice_en_39094006.mp3	2268
common_voice_en_38774381.mp3	8676
common_voice_en_39016596.mp3	2340
common_voice_en_38716923.mp3	6300
common_voice_en_39377244.mp3	3960
common_voice_en_39028034.mp3	4572
common_voice_en_38637805.mp3	5508
common_voice_en_38705096.mp3	7668
common_voice_en_39568817.mp3	4032
common_voice_en_39575449.mp3	7704
common_voice_en_38835045.mp3	6588
common_voice_en_38856577.mp3	3888
common_voice_en_39094263.mp3	5436
common_voice_en_39261534.mp3	5616
common_voice_en_38570519.mp3	4680
common_voice_en_38791011.mp3	7596
common_voice_en_39537083.mp3	5832
common_voice_en_39572226.mp3	6696
common_voice_en_38763596.mp3	6048
common_voice_en_38541509.mp3	4356
common_voice_en_38570951.mp3	8028
common_voice_en_38560030.mp3	3564
common_voice_en_39290905.mp3	4752
common_voice_en_38902551.mp3	4608
common_voice_en_38599845.mp3	7920
common_voice_en_39585775.mp3	6480
common_voice_en_38682915.mp3	6156
common_voice_en_39062875.mp3	6660
common_voice_en_39561288.mp3	5148
common_voice_en_38723278.mp3	5616
common_voice_en_38491077.mp3	6120
common_voice_en_38852295.mp3	8568
common_voice_en_38744030.mp3	8640
common_voice_en_38617287.mp3	8352
common_voice_en_39563668.mp3	6228
common_voice_en_39544935.mp3	7632
common_voice_en_38582521.mp3	7344
common_voice_en_38851212.mp3	8496
common_voice_en_39038559.mp3	2448
common_voice_en_38634117.mp3	6048
common_voice_en_38865708.mp3	7560
common_voice_en_38813033.mp3	6696
common_voice_en_39201997.mp3	4068
common_voice_en_38747205.mp3	9396
common_voice_en_39334489.mp3	5328
common_voice_en_38502946.mp3	3996
common_voice_en_38822790.mp3	3708
common_voice_en_39567987.mp3	5328
common_voice_en_39299927.mp3	3456
common_voice_en_38852293.mp3	3528
common_voice_en_38491092.mp3	4356
common_voice_en_38959781.mp3	8280
common_voice_en_39581308.mp3	4932
common_voice_en_38682284.mp3	7236
common_voice_en_39015510.mp3	2520
common_voice_en_39333730.mp3	4284
common_voice_en_39465412.mp3	3816
common_voice_en_38492592.mp3	7308
common_voice_en_38869439.mp3	6156
common_voice_en_38803060.mp3	6408
common_voice_en_39582715.mp3	5364
common_voice_en_39476653.mp3	6660
common_voice_en_38699840.mp3	6336
common_voice_en_39015467.mp3	2448
common_voice_en_38786898.mp3	4968
common_voice_en_39447746.mp3	5076
common_voice_en_39585259.mp3	6696
common_voice_en_38743498.mp3	4860
common_voice_en_39412297.mp3	4680
common_voice_en_38703864.mp3	5508
common_voice_en_39013254.mp3	4608
common_voice_en_38568839.mp3	4896
common_voice_en_39034163.mp3	7308
common_voice_en_39143748.mp3	7056
common_voice_en_38852763.mp3	5616
common_voice_en_38778838.mp3	7884
common_voice_en_38744339.mp3	5760
common_voice_en_39323283.mp3	4140
common_voice_en_39429648.mp3	5508
common_voice_en_39457425.mp3	6480
common_voice_en_39332281.mp3	3744
common_voice_en_38644717.mp3	4896
common_voice_en_38842914.mp3	6732
common_voice_en_38686432.mp3	6120
common_voice_en_38502193.mp3	8136
common_voice_en_38946129.mp3	7236
common_voice_en_38575965.mp3	3672
common_voice_en_39233511.mp3	3456
common_voice_en_39582596.mp3	9324
common_voice_en_38763575.mp3	5616
common_voice_en_39312662.mp3	5904
common_voice_en_39278652.mp3	6948
common_voice_en_39364587.mp3	4716
common_voice_en_38493380.mp3	5904
common_voice_en_39414012.mp3	6480
common_voice_en_38791216.mp3	5220
common_voice_en_38905359.mp3	3276
common_voice_en_38563061.mp3	4932
common_voice_en_39082579.mp3	9396
common_voice_en_39312528.mp3	4248
common_voice_en_39442304.mp3	7272
common_voice_en_38550423.mp3	6372
common_voice_en_38769052.mp3	3708
common_voice_en_39581611.mp3	8460
common_voice_en_39572341.mp3	7632
common_voice_en_38729778.mp3	4500
common_voice_en_38743401.mp3	7992
common_voice_en_39415794.mp3	7416
common_voice_en_38673813.mp3	5400
common_voice_en_39017028.mp3	6660
common_voice_en_38502780.mp3	3348
common_voice_en_38710450.mp3	6048
common_voice_en_38536258.mp3	5148
common_voice_en_38866874.mp3	6444
common_voice_en_38648268.mp3	7488
common_voice_en_38758480.mp3	8928
common_voice_en_38614196.mp3	6156
common_voice_en_38842928.mp3	5112
common_voice_en_39581073.mp3	4608
common_voice_en_39017895.mp3	5148
common_voice_en_39582148.mp3	6480
common_voice_en_39579582.mp3	3456
common_voice_en_39570503.mp3	4464
common_voice_en_38613421.mp3	6372
common_voice_en_38718304.mp3	6300
common_voice_en_38875859.mp3	3924
common_voice_en_38513466.mp3	6336
common_voice_en_38810417.mp3	6228
common_voice_en_39475934.mp3	4212
common_voice_en_38825301.mp3	7308
common_voice_en_38722170.mp3	6660
common_voice_en_38851415.mp3	6516
common_voice_en_38795394.mp3	136692
common_voice_en_39577767.mp3	3384
common_voice_en_38825334.mp3	7488
common_voice_en_39569834.mp3	8280
common_voice_en_39584048.mp3	4536
common_voice_en_38794307.mp3	5148
common_voice_en_39495072.mp3	5220
common_voice_en_39407265.mp3	4572
common_voice_en_39579400.mp3	8280
common_voice_en_38866914.mp3	5328
common_voice_en_39132533.mp3	5868
common_voice_en_39578655.mp3	9720
common_voice_en_38699653.mp3	4716
common_voice_en_38792268.mp3	4608
common_voice_en_38503205.mp3	7020
common_voice_en_39442328.mp3	9360
common_voice_en_38494103.mp3	6912
common_voice_en_39016985.mp3	9576
common_voice_en_39057159.mp3	7596
common_voice_en_38568238.mp3	3312
common_voice_en_38768968.mp3	94644
common_voice_en_38616655.mp3	5364
common_voice_en_38542748.mp3	7776
common_voice_en_39022918.mp3	5076
common_voice_en_39209527.mp3	4104
common_voice_en_39377166.mp3	4680
common_voice_en_39196352.mp3	4896
common_voice_en_39320800.mp3	5868
common_voice_en_38682591.mp3	6516
common_voice_en_39081767.mp3	1980
common_voice_en_38569000.mp3	4968
common_voice_en_38729936.mp3	5580
common_voice_en_39027102.mp3	2844
common_voice_en_38492279.mp3	8496
common_voice_en_38855992.mp3	6300
common_voice_en_38724587.mp3	4248
common_voice_en_39039050.mp3	2520
common_voice_en_38621207.mp3	4968
common_voice_en_39210823.mp3	3240
common_voice_en_38535884.mp3	7848
common_voice_en_39299815.mp3	4464
common_voice_en_38743511.mp3	5400
common_voice_en_38690256.mp3	7848
common_voice_en_39062288.mp3	2160
common_voice_en_38847500.mp3	3420
common_voice_en_39233478.mp3	2628
common_voice_en_39466047.mp3	3024
common_voice_en_38837509.mp3	5796
common_voice_en_38772169.mp3	7200
common_voice_en_39576540.mp3	6012
common_voice_en_39435949.mp3	6300
common_voice_en_38969853.mp3	4248
common_voice_en_38707471.mp3	4356
common_voice_en_39581027.mp3	4356
common_voice_en_38946084.mp3	3168
common_voice_en_39582915.mp3	6588
common_voice_en_39377620.mp3	6480
common_voice_en_39572853.mp3	9432
common_voice_en_39584089.mp3	10116
common_voice_en_39312534.mp3	5220
common_voice_en_38714805.mp3	8712
common_voice_en_38568321.mp3	5616
common_voice_en_39442310.mp3	9288
common_voice_en_39017266.mp3	6048
common_voice_en_39057332.mp3	4680
common_voice_en_39579494.mp3	4968
common_voice_en_39418903.mp3	8640
common_voice_en_39573293.mp3	7812
common_voice_en_38502855.mp3	8316
common_voice_en_39016922.mp3	5220
common_voice_en_39583052.mp3	4356
common_voice_en_39195253.mp3	4788
common_voice_en_38747324.mp3	5796
common_voice_en_39377784.mp3	4356
common_voice_en_39053452.mp3	4716
common_voice_en_38825064.mp3	9036
common_voice_en_38508314.mp3	4788
common_voice_en_39579744.mp3	4932
common_voice_en_38570506.mp3	4320
common_voice_en_38747360.mp3	6300
common_voice_en_38492332.mp3	8388
common_voice_en_39376525.mp3	5508
common_voice_en_38552995.mp3	7020
common_voice_en_38917375.mp3	9108
